0 hsa-miR-376a-3p ENSG00000237513 hsa-miR-376a-3p ENSG00000186019 hsa-miR-107 ENSG00000261824 hsa-miR-497-5p ENSG00000093100 hsa-miR-15b-5p ENSG00000231074
0 hsa-miR-499a-5p ENSG00000245532 hsa-miR-103a-3p ENSG00000227375 hsa-miR-497-5p ENSG00000259254 hsa-miR-497-5p ENSG00000231734 hsa-miR-497-5p ENSG00000257337
0 ENSG00000261061 hsa-miR-320a ENSG00000255389 hsa-miR-374b-5p ENSG00000259623 hsa-miR-204-5p ENSG00000266221 hsa-miR-204-5p ENSG00000264112 hsa-miR-146a-5p
0 ENSG00000179406 hsa-miR-31-5p ENSG00000267427 hsa-miR-148a-3p ENSG00000225484 hsa-miR-148a-3p ENSG00000204623 hsa-miR-301a-3p ENSG00000260244 hsa-miR-19b-3p
0 ENSG00000267787 hsa-miR-340-5p ENSG00000269410 hsa-miR-216a-5p ENSG00000260336 hsa-miR-371a-5p ENSG00000236194 hsa-miR-195-5p ENSG00000224687 hsa-miR-15b-5p
0 ENSG00000235319 hsa-miR-139-5p ENSG00000268362 hsa-miR-139-5p ENSG00000234483 hsa-miR-424-5p ENSG00000224023 hsa-miR-30b-5p ENSG00000260356 hsa-miR-30a-5p
0 ENSG00000237438 hsa-miR-197-3p ENSG00000196810 hsa-miR-141-3p ENSG00000117242 hsa-miR-134-5p ENSG00000203288 hsa-miR-3118 ENSG00000269941 hsa-miR-504-5p
0 ENSG00000231074 hsa-miR-106a-5p ENSG00000232995 hsa-miR-106a-5p ENSG00000268205 hsa-miR-374a-5p ENSG00000234741 hsa-miR-23a-3p ENSG00000088970 hsa-miR-23a-3p
0 ENSG00000226688 hsa-miR-182-5p ENSG00000255717 hsa-miR-182-5p ENSG00000231365 hsa-miR-182-5p ENSG00000229807 hsa-miR-18b-5p ENSG00000247556 hsa-miR-29b-3p
0 hsa-miR-520c-3p ENSG00000259771 hsa-miR-372-3p ENSG00000267254 hsa-miR-302e ENSG00000272610 hsa-miR-20b-5p ENSG00000269728 hsa-miR-106b-5p ENSG00000244179
0 ENSG00000197332 hsa-miR-599 ENSG00000244553 hsa-miR-27b-3p ENSG00000186019 hsa-miR-128-3p ENSG00000267532 hsa-miR-497-5p ENSG00000263580 hsa-miR-15b-5p
0 ENSG00000231865 hsa-miR-340-5p ENSG00000261098 hsa-miR-221-3p ENSG00000260917 hsa-miR-221-3p ENSG00000228630 hsa-miR-130a-3p ENSG00000260244 hsa-miR-320a
0 ENSG00000245602 hsa-miR-136-5p ENSG00000246339 hsa-miR-136-5p ENSG00000227895 hsa-miR-33b-5p ENSG00000226950 hsa-miR-758-3p ENSG00000247550 hsa-miR-195-5p
0 ENSG00000238284 hsa-miR-505-3p ENSG00000229807 hsa-miR-7-5p ENSG00000230551 hsa-miR-203a ENSG00000270277 hsa-miR-203a ENSG00000264364 hsa-miR-378e
0 ENSG00000258920 hsa-miR-370-3p ENSG00000228274 hsa-miR-92b-3p ENSG00000265485 hsa-miR-186-5p ENSG00000265485 hsa-miR-92b-3p ENSG00000236709 hsa-miR-92a-3p
0 ENSG00000270028 hsa-miR-34c-5p ENSG00000267427 hsa-miR-449b-5p ENSG00000243960 hsa-miR-873-5p ENSG00000267317 hsa-miR-873-5p ENSG00000237438 hsa-miR-873-5p
0 hsa-miR-128-3p ENSG00000223745 hsa-miR-27a-3p ENSG00000227372 hsa-miR-27a-3p ENSG00000263580 hsa-miR-27a-3p ENSG00000263580 hsa-miR-424-5p ENSG00000234483
0 hsa-miR-129-5p ENSG00000223482 hsa-let-7a-5p ENSG00000223482 hsa-miR-129-5p ENSG00000269928 hsa-miR-129-5p ENSG00000270067 hsa-miR-449b-5p ENSG00000229807
0 ENSG00000226328 hsa-miR-155-5p ENSG00000232527 hsa-miR-155-5p ENSG00000231074 hsa-miR-193b-3p ENSG00000130600 hsa-miR-301b ENSG00000185904 hsa-miR-130b-3p
0 ENSG00000267161 hsa-miR-92b-3p ENSG00000247556 hsa-miR-32-5p ENSG00000255399 hsa-miR-92b-3p ENSG00000233006 hsa-miR-92a-3p ENSG00000272846 hsa-miR-136-5p
0 ENSG00000251660 hsa-miR-29b-3p ENSG00000245411 hsa-miR-183-5p ENSG00000236088 hsa-miR-302a-3p ENSG00000163597 hsa-let-7c-5p ENSG00000233864 hsa-let-7e-5p
0 ENSG00000225177 hsa-miR-16-5p ENSG00000247392 hsa-miR-424-5p ENSG00000231734 hsa-miR-16-5p ENSG00000260565 hsa-miR-873-5p ENSG00000267317 hsa-miR-873-5p
0 hsa-miR-424-5p ENSG00000269044 hsa-miR-497-5p ENSG00000233602 hsa-miR-24-3p ENSG00000185186 hsa-miR-24-3p ENSG00000281649 hsa-miR-20b-5p ENSG00000231074
0 ENSG00000227375 hsa-miR-497-5p ENSG00000260565 hsa-miR-195-5p ENSG00000196421 hsa-miR-3619-5p ENSG00000258301 hsa-miR-330-5p ENSG00000242125 hsa-miR-544a
0 hsa-miR-181b-5p ENSG00000224597 hsa-miR-181d-5p ENSG00000230551 hsa-miR-497-5p ENSG00000263580 hsa-miR-153-3p ENSG00000265142 hsa-miR-153-3p ENSG00000235897
0 ENSG00000262557 hsa-miR-152-3p ENSG00000213468 hsa-miR-152-3p ENSG00000247556 hsa-miR-186-5p ENSG00000242125 hsa-miR-544a ENSG00000232021 hsa-miR-544a
0 ENSG00000272846 hsa-miR-425-5p ENSG00000257829 hsa-miR-328-3p ENSG00000237940 hsa-miR-328-3p ENSG00000239002 hsa-let-7i-5p ENSG00000227252 hsa-let-7c-5p
0 hsa-miR-195-5p ENSG00000234483 hsa-miR-103a-3p ENSG00000266916 hsa-miR-103a-3p ENSG00000270750 hsa-miR-107 ENSG00000260244 hsa-miR-19a-3p ENSG00000185904
0 ENSG00000264364 hsa-miR-195-5p ENSG00000260565 hsa-miR-873-5p ENSG00000248101 hsa-miR-485-5p ENSG00000234072 hsa-let-7f-5p ENSG00000223482 hsa-miR-3619-5p
0 ENSG00000228609 hsa-miR-32-5p ENSG00000203875 hsa-miR-154-5p ENSG00000236194 hsa-miR-15b-5p ENSG00000248049 hsa-miR-16-5p ENSG00000260244 hsa-miR-130a-3p
0 ENSG00000270696 hsa-miR-30e-5p ENSG00000259758 hsa-let-7d-5p ENSG00000261609 hsa-let-7g-5p ENSG00000270113 hsa-let-7e-5p ENSG00000245532 hsa-let-7b-5p
0 ENSG00000258399 hsa-miR-15a-5p ENSG00000272140 hsa-miR-195-5p ENSG00000230061 hsa-miR-103a-3p ENSG00000260114 hsa-miR-107 ENSG00000231764 hsa-miR-15b-5p
0 ENSG00000182165 hsa-miR-33b-5p ENSG00000261409 hsa-miR-4770 ENSG00000249063 hsa-miR-15b-5p ENSG00000265760 hsa-miR-424-5p ENSG00000223779 hsa-miR-365a-3p
0 ENSG00000259834 hsa-miR-144-3p ENSG00000249635 hsa-miR-144-3p ENSG00000264198 hsa-miR-4644 ENSG00000231074 hsa-miR-196b-5p ENSG00000130600 hsa-miR-103a-3p
0 ENSG00000278206 hsa-miR-874-3p ENSG00000261409 hsa-miR-30b-5p ENSG00000260356 hsa-miR-30c-5p ENSG00000231025 hsa-miR-448 ENSG00000214719 hsa-miR-96-5p
0 ENSG00000166917 hsa-miR-153-3p ENSG00000265142 hsa-miR-153-3p ENSG00000235897 hsa-miR-485-5p ENSG00000259488 hsa-miR-485-5p ENSG00000245498 hsa-miR-485-5p
0 ENSG00000270750 hsa-miR-103a-3p ENSG00000261824 hsa-miR-449b-5p ENSG00000229807 hsa-miR-18b-5p ENSG00000234741 hsa-miR-135b-5p ENSG00000204758 hsa-miR-135b-5p
0 hsa-miR-451a ENSG00000260276 hsa-miR-4319 ENSG00000230825 hsa-miR-125a-5p ENSG00000257285 hsa-miR-125a-5p ENSG00000227189 hsa-miR-320a ENSG00000197989
0 ENSG00000237726 hsa-miR-340-5p ENSG00000229956 hsa-miR-340-5p ENSG00000261658 hsa-miR-129-5p ENSG00000254615 hsa-miR-374a-5p ENSG00000268205 hsa-miR-590-3p
0 ENSG00000227619 hsa-miR-4465 ENSG00000215769 hsa-miR-203a ENSG00000247287 hsa-miR-203a ENSG00000272734 hsa-miR-203a ENSG00000272734 hsa-miR-203a
0 ENSG00000277268 hsa-miR-150-5p ENSG00000259758 hsa-miR-181d-5p ENSG00000244179 hsa-miR-302e ENSG00000259758 hsa-miR-103a-3p ENSG00000177788 hsa-miR-103a-3p
0 hsa-miR-144-3p ENSG00000264198 hsa-miR-4644 ENSG00000177822 hsa-miR-373-3p ENSG00000232295 hsa-miR-196b-5p ENSG00000225733 hsa-miR-196a-5p ENSG00000229807
0 hsa-miR-448 ENSG00000226752 hsa-miR-4500 ENSG00000224597 hsa-miR-107 ENSG00000260415 hsa-miR-16-5p ENSG00000196810 hsa-miR-455-5p ENSG00000259959
0 ENSG00000215808 hsa-miR-30b-5p ENSG00000224032 hsa-miR-195-5p ENSG00000242288 hsa-miR-497-5p ENSG00000270956 hsa-miR-103a-3p ENSG00000233429 hsa-miR-148b-3p
0 ENSG00000269290 hsa-miR-21-5p ENSG00000245937 hsa-miR-374a-5p ENSG00000231439 hsa-miR-26a-5p ENSG00000258824 hsa-miR-26b-5p ENSG00000225210 hsa-miR-373-3p
0 ENSG00000204261 hsa-miR-22-3p ENSG00000267427 hsa-miR-34c-5p ENSG00000234129 hsa-miR-449a ENSG00000233016 hsa-miR-181b-5p ENSG00000269728 hsa-miR-29c-3p
0 ENSG00000212978 hsa-miR-876-5p ENSG00000231025 hsa-miR-202-3p ENSG00000167355 hsa-miR-320b ENSG00000185065 hsa-miR-193a-3p ENSG00000212978 hsa-miR-193b-3p
0 ENSG00000254635 hsa-miR-1271-5p ENSG00000242375 hsa-let-7f-5p ENSG00000242375 hsa-miR-96-5p ENSG00000242375 hsa-let-7g-5p ENSG00000259758 hsa-miR-4500
0 ENSG00000229108 hsa-miR-143-3p ENSG00000264198 hsa-miR-4770 ENSG00000215256 hsa-miR-340-5p ENSG00000263899 hsa-miR-145-5p ENSG00000251095 hsa-miR-23c
0 hsa-miR-454-3p ENSG00000269958 hsa-miR-152-3p ENSG00000228630 hsa-miR-761 ENSG00000236481 hsa-miR-761 ENSG00000236481 hsa-miR-214-3p ENSG00000270604
0 ENSG00000242258 hsa-miR-758-3p ENSG00000242258 hsa-miR-9-5p ENSG00000231312 hsa-miR-9-5p ENSG00000272610 hsa-miR-372-3p ENSG00000259758 hsa-miR-143-3p
0 ENSG00000253284 hsa-miR-506-3p ENSG00000229807 hsa-let-7e-5p ENSG00000232677 hsa-miR-129-5p ENSG00000225733 hsa-miR-129-5p ENSG00000231419 hsa-miR-142-3p
0 hsa-miR-330-5p ENSG00000227372 hsa-miR-193a-3p ENSG00000260208 hsa-miR-4465 ENSG00000235423 hsa-miR-4465 ENSG00000260208 hsa-miR-193b-3p ENSG00000228506
0 ENSG00000175611 hsa-miR-144-3p ENSG00000264198 hsa-miR-4644 ENSG00000264198 hsa-miR-217 ENSG00000229807 hsa-miR-181a-5p ENSG00000263753 hsa-miR-203a
0 hsa-miR-302d-3p ENSG00000268205 hsa-miR-136-5p ENSG00000272846 hsa-miR-425-5p ENSG00000227403 hsa-miR-425-5p ENSG00000261824 hsa-miR-340-5p ENSG00000231865
0 ENSG00000229556 hsa-miR-19b-3p ENSG00000270087 hsa-miR-19a-3p ENSG00000177406 hsa-miR-186-5p ENSG00000206573 hsa-miR-4465 ENSG00000206573 hsa-miR-186-5p
0 ENSG00000261324 hsa-miR-376c-3p ENSG00000215769 hsa-miR-4465 ENSG00000263715 hsa-miR-4465 ENSG00000260208 hsa-let-7i-5p ENSG00000226752 hsa-miR-98-5p
0 ENSG00000270022 hsa-miR-23b-3p ENSG00000270022 hsa-miR-23b-3p ENSG00000267350 hsa-miR-199b-5p ENSG00000231764 hsa-miR-195-5p ENSG00000268388 hsa-miR-28-5p
0 ENSG00000232995 hsa-miR-17-5p ENSG00000253669 hsa-miR-496 ENSG00000260336 hsa-miR-371a-5p ENSG00000236194 hsa-miR-136-5p ENSG00000245602 hsa-miR-136-5p
0 hsa-miR-135a-5p ENSG00000118412 hsa-miR-34c-5p ENSG00000259834 hsa-miR-27a-3p ENSG00000247392 hsa-miR-195-5p ENSG00000236194 hsa-miR-371a-5p ENSG00000229807
0 ENSG00000248131 hsa-miR-302c-3p ENSG00000233137 hsa-miR-372-3p ENSG00000253552 hsa-miR-17-5p ENSG00000248131 hsa-miR-302c-3p ENSG00000234912 hsa-miR-302a-3p
0 ENSG00000233098 hsa-miR-218-5p ENSG00000254635 hsa-miR-320b ENSG00000245532 hsa-miR-22-3p ENSG00000197558 hsa-miR-370-3p ENSG00000196756 hsa-miR-214-3p
0 hsa-let-7a-5p ENSG00000223482 hsa-miR-107 ENSG00000235954 hsa-miR-425-5p ENSG00000235954 hsa-miR-874-3p ENSG00000273333 hsa-miR-874-3p ENSG00000255389
0 ENSG00000257264 hsa-miR-124-3p ENSG00000259758 hsa-miR-382-5p ENSG00000262758 hsa-miR-199a-5p ENSG00000263276 hsa-miR-15a-5p ENSG00000268388 hsa-miR-15b-5p
0 ENSG00000242516 hsa-miR-365a-3p ENSG00000180081 hsa-miR-365a-3p ENSG00000241732 hsa-miR-190a-5p ENSG00000261658 hsa-miR-103a-3p ENSG00000236943 hsa-miR-103a-3p
0 ENSG00000242557 hsa-miR-199a-5p ENSG00000256128 hsa-miR-199a-5p ENSG00000225062 hsa-miR-491-5p ENSG00000267632 hsa-miR-491-5p ENSG00000261409 hsa-miR-362-3p
0 ENSG00000157306 hsa-miR-370-3p ENSG00000204860 hsa-miR-370-3p ENSG00000231074 hsa-miR-185-5p ENSG00000265185 hsa-miR-185-5p ENSG00000093100 hsa-miR-425-5p
0 ENSG00000244479 hsa-miR-653-5p ENSG00000244879 hsa-miR-653-5p ENSG00000088970 hsa-miR-23a-3p ENSG00000269397 hsa-miR-19b-3p ENSG00000204623 hsa-miR-130a-3p
0 hsa-miR-378a-3p ENSG00000250135 hsa-miR-335-5p ENSG00000231025 hsa-miR-18b-5p ENSG00000260772 hsa-miR-181a-5p ENSG00000247844 hsa-miR-181c-5p ENSG00000196295
0 ENSG00000269974 hsa-miR-374a-5p ENSG00000261801 hsa-miR-374b-5p ENSG00000177822 hsa-miR-373-3p ENSG00000259758 hsa-miR-136-5p ENSG00000227895 hsa-miR-33a-5p
0 hsa-miR-204-5p ENSG00000245532 hsa-miR-10a-5p ENSG00000245532 hsa-miR-4429 ENSG00000257167 hsa-miR-320b ENSG00000215190 hsa-miR-320a ENSG00000267350
0 hsa-miR-23c ENSG00000259758 hsa-miR-372-3p ENSG00000272610 hsa-miR-520e ENSG00000225733 hsa-miR-19a-3p ENSG00000269958 hsa-miR-373-3p ENSG00000269958
0 ENSG00000227036 hsa-miR-15a-5p ENSG00000230061 hsa-miR-107 ENSG00000236943 hsa-miR-107 ENSG00000130600 hsa-miR-130a-3p ENSG00000267350 hsa-miR-320b
0 ENSG00000197989 hsa-miR-181b-5p ENSG00000244179 hsa-miR-4262 ENSG00000269728 hsa-miR-203a ENSG00000226113 hsa-miR-203a ENSG00000226113 hsa-miR-203a
0 ENSG00000231486 hsa-miR-326 ENSG00000231486 hsa-miR-326 ENSG00000230699 hsa-miR-449b-5p ENSG00000270028 hsa-miR-485-5p ENSG00000270172 hsa-miR-20a-5p
0 ENSG00000257638 hsa-miR-503-5p ENSG00000267858 hsa-miR-486-5p ENSG00000257524 hsa-miR-141-3p ENSG00000247556 hsa-miR-1297 ENSG00000177337 hsa-miR-4465
0 ENSG00000240990 hsa-let-7d-5p ENSG00000260415 hsa-let-7i-5p ENSG00000247137 hsa-let-7g-5p ENSG00000257636 hsa-miR-15a-5p ENSG00000249395 hsa-miR-15a-5p
0 ENSG00000261094 hsa-miR-106b-5p ENSG00000236088 hsa-miR-93-5p ENSG00000247309 hsa-miR-302c-3p ENSG00000260822 hsa-miR-144-3p ENSG00000229728 hsa-miR-214-3p
0 ENSG00000230322 hsa-miR-3139 ENSG00000228137 hsa-miR-28-5p ENSG00000245532 hsa-let-7e-5p ENSG00000232677 hsa-miR-4500 ENSG00000260415 hsa-miR-16-5p
0 ENSG00000223891 hsa-miR-296-3p ENSG00000236901 hsa-miR-296-3p ENSG00000235590 hsa-miR-615-3p ENSG00000229807 hsa-miR-20b-5p ENSG00000261094 hsa-miR-302e
0 hsa-miR-181a-5p ENSG00000248323 hsa-miR-181c-5p ENSG00000267350 hsa-miR-320c ENSG00000196295 hsa-miR-543 ENSG00000260244 hsa-miR-543 ENSG00000229807
0 hsa-miR-200b-3p ENSG00000234133 hsa-miR-320d ENSG00000254635 hsa-miR-1271-5p ENSG00000242375 hsa-let-7g-5p ENSG00000223482 hsa-let-7i-5p ENSG00000261098
0 hsa-miR-100-5p ENSG00000259932 hsa-miR-100-5p ENSG00000179743 hsa-miR-99b-5p ENSG00000259932 hsa-miR-99b-5p ENSG00000229728 hsa-miR-99b-5p ENSG00000259932
0 ENSG00000238206 hsa-miR-376a-3p ENSG00000265760 hsa-miR-155-5p ENSG00000261658 hsa-miR-106b-5p ENSG00000268205 hsa-miR-485-5p ENSG00000270604 hsa-miR-485-5p
0 hsa-miR-506-3p ENSG00000179818 hsa-miR-9-5p ENSG00000226505 hsa-miR-124-3p ENSG00000257264 hsa-miR-124-3p ENSG00000163597 hsa-miR-146a-5p ENSG00000264112
0 hsa-miR-150-5p ENSG00000227036 hsa-miR-16-5p ENSG00000266753 hsa-miR-300 ENSG00000232295 hsa-miR-196b-5p ENSG00000229807 hsa-miR-425-5p ENSG00000233016
0 ENSG00000177406 hsa-miR-16-5p ENSG00000259673 hsa-miR-15a-5p ENSG00000215196 hsa-miR-195-5p ENSG00000230551 hsa-miR-135b-5p ENSG00000265485 hsa-miR-135b-5p
0 ENSG00000181097 hsa-miR-551a ENSG00000181097 hsa-miR-29b-3p ENSG00000233137 hsa-miR-1271-5p ENSG00000233137 hsa-miR-144-3p ENSG00000233137 hsa-miR-17-5p
0 ENSG00000268006 hsa-miR-370-3p ENSG00000258441 hsa-miR-378b ENSG00000235106 hsa-miR-378d ENSG00000228906 hsa-miR-378b ENSG00000235106 hsa-miR-378d
0 hsa-miR-20a-5p ENSG00000270172 hsa-miR-93-5p ENSG00000233137 hsa-miR-146b-5p ENSG00000254615 hsa-miR-142-3p ENSG00000204832 hsa-miR-142-3p ENSG00000253741
0 ENSG00000188338 hsa-miR-149-5p ENSG00000250917 hsa-miR-23c ENSG00000231683 hsa-miR-23b-3p ENSG00000223414 hsa-miR-15b-5p ENSG00000251364 hsa-miR-145-5p
0 hsa-miR-30d-5p ENSG00000231074 hsa-miR-302c-3p ENSG00000269397 hsa-miR-130b-3p ENSG00000247828 hsa-miR-135a-5p ENSG00000270580 hsa-miR-135a-5p ENSG00000250337
0 ENSG00000267194 hsa-miR-96-5p ENSG00000214719 hsa-miR-134-5p ENSG00000232151 hsa-miR-431-5p ENSG00000093100 hsa-miR-19a-3p ENSG00000093100 hsa-miR-195-5p
0 ENSG00000256893 hsa-miR-653-5p ENSG00000272923 hsa-miR-30e-5p ENSG00000230551 hsa-miR-384 ENSG00000266753 hsa-miR-31-5p ENSG00000234456 hsa-miR-31-5p
0 ENSG00000237892 hsa-miR-455-5p ENSG00000259959 hsa-miR-455-5p ENSG00000259959 hsa-miR-455-5p ENSG00000215424 hsa-miR-194-5p ENSG00000215424 hsa-miR-15b-5p
0 hsa-miR-873-5p ENSG00000263069 hsa-miR-873-5p ENSG00000249063 hsa-miR-34c-5p ENSG00000243960 hsa-miR-376b-3p ENSG00000242288 hsa-miR-3619-5p ENSG00000272140
0 ENSG00000259153 hsa-miR-494-3p ENSG00000118412 hsa-miR-34c-5p ENSG00000259834 hsa-miR-590-3p ENSG00000268713 hsa-miR-378a-3p ENSG00000246876 hsa-miR-378f
0 ENSG00000237101 hsa-miR-708-5p ENSG00000229807 hsa-let-7e-5p ENSG00000247137 hsa-let-7f-5p ENSG00000204054 hsa-miR-92b-3p ENSG00000240859 hsa-miR-363-3p
0 hsa-miR-202-3p ENSG00000233098 hsa-miR-374a-5p ENSG00000224832 hsa-miR-374a-5p ENSG00000231889 hsa-miR-153-3p ENSG00000230551 hsa-miR-10b-5p ENSG00000260257
0 ENSG00000265625 hsa-miR-296-3p ENSG00000247844 hsa-miR-181a-5p ENSG00000244179 hsa-miR-20b-5p ENSG00000272610 hsa-miR-520d-3p ENSG00000261469 hsa-miR-520e
0 ENSG00000271430 hsa-miR-134-5p ENSG00000265206 hsa-miR-134-5p ENSG00000263899 hsa-miR-144-3p ENSG00000206337 hsa-miR-22-3p ENSG00000247556 hsa-miR-186-5p
0 ENSG00000234873 hsa-miR-542-3p ENSG00000261409 hsa-miR-107 ENSG00000227375 hsa-miR-107 ENSG00000231764 hsa-miR-199a-5p ENSG00000262758 hsa-miR-199b-5p
0 ENSG00000268573 hsa-miR-24-3p ENSG00000233602 hsa-miR-149-5p ENSG00000177406 hsa-miR-195-5p ENSG00000266088 hsa-miR-15a-5p ENSG00000268388 hsa-miR-28-5p
0 ENSGR0000248421 hsa-miR-214-3p ENSG00000272140 hsa-miR-761 ENSG00000261534 hsa-miR-214-3p ENSG00000230699 hsa-miR-15a-5p ENSG00000226752 hsa-miR-361-5p
0 hsa-miR-374a-5p ENSG00000262228 hsa-miR-374a-5p ENSG00000177822 hsa-miR-199b-5p ENSG00000233421 hsa-miR-199b-5p ENSG00000262758 hsa-miR-199a-5p ENSG00000269653
0 ENSG00000215196 hsa-miR-15b-5p ENSG00000266680 hsa-miR-15b-5p ENSG00000268388 hsa-miR-497-5p ENSG00000270750 hsa-miR-497-5p ENSG00000231764 hsa-miR-4465
0 ENSG00000177410 hsa-miR-150-5p ENSG00000245411 hsa-miR-424-5p ENSG00000261534 hsa-miR-195-5p ENSG00000251023 hsa-miR-497-5p ENSG00000227617 hsa-miR-15b-5p
0 ENSG00000231335 hsa-miR-27b-3p ENSG00000245532 hsa-miR-3529-5p ENSG00000232677 hsa-miR-9-5p ENSG00000272610 hsa-miR-302e ENSG00000261438 hsa-miR-372-3p
0 ENSG00000260942 hsa-miR-204-5p ENSG00000266221 hsa-miR-204-5p ENSG00000228137 hsa-miR-3139 ENSG00000228137 hsa-miR-149-5p ENSG00000197558 hsa-miR-22-3p
0 ENSG00000267121 hsa-miR-150-5p ENSG00000118412 hsa-miR-4770 ENSG00000264198 hsa-miR-143-3p ENSG00000227403 hsa-miR-181d-5p ENSG00000236778 hsa-miR-4262
0 ENSG00000256546 hsa-miR-4735-3p ENSG00000232545 hsa-miR-18a-5p ENSG00000241769 hsa-miR-495-3p ENSG00000234883 hsa-miR-194-5p ENSG00000251161 hsa-miR-23b-3p
0 ENSG00000179743 hsa-miR-708-5p ENSG00000179743 hsa-miR-28-5p ENSG00000228906 hsa-miR-378e ENSG00000225470 hsa-miR-378h ENSG00000225092 hsa-miR-422a
0 hsa-miR-29a-3p ENSG00000245849 hsa-miR-154-5p ENSG00000227372 hsa-miR-200a-3p ENSG00000229807 hsa-miR-367-3p ENSG00000272846 hsa-miR-4262 ENSG00000230551
0 ENSG00000203499 hsa-miR-130b-3p ENSG00000175898 hsa-miR-454-3p ENSG00000238287 hsa-miR-301b ENSG00000186019 hsa-miR-4306 ENSG00000206573 hsa-miR-4644
0 ENSG00000225855 hsa-miR-326 ENSG00000231486 hsa-miR-326 ENSG00000228288 hsa-miR-326 ENSG00000259001 hsa-miR-326 ENSG00000230699 hsa-miR-761
0 ENSG00000229153 hsa-miR-107 ENSG00000215908 hsa-miR-103a-3p ENSG00000260482 hsa-miR-103a-3p ENSG00000260482 hsa-miR-107 ENSG00000223482 hsa-miR-34c-5p
0 ENSG00000240256 hsa-miR-9-5p ENSG00000246876 hsa-miR-378h ENSG00000225092 hsa-miR-378h ENSG00000267660 hsa-miR-136-5p ENSG00000245694 hsa-miR-384
0 ENSG00000242996 hsa-miR-16-5p ENSG00000237945 hsa-miR-195-5p ENSG00000247550 hsa-miR-15b-5p ENSG00000225733 hsa-miR-20b-5p ENSG00000186019 hsa-miR-190b
0 hsa-miR-590-5p ENSG00000255717 hsa-miR-424-5p ENSG00000196696 hsa-miR-16-5p ENSG00000249395 hsa-miR-488-3p ENSG00000249395 hsa-miR-488-3p ENSG00000223482
0 ENSG00000254094 hsa-miR-34c-5p ENSG00000268713 hsa-miR-590-3p ENSG00000228794 hsa-miR-137 ENSG00000263731 hsa-miR-18b-5p ENSG00000229807 hsa-miR-181a-5p
0 ENSG00000270055 hsa-miR-301b ENSG00000223482 hsa-miR-4295 ENSG00000225733 hsa-miR-142-3p ENSG00000267427 hsa-miR-4306 ENSG00000267427 hsa-miR-449a
